[2025-07-19 18:33:04] [INFO    ] discord.client: logging in using static token
[2025-07-19 18:33:21] [DEBUG   ] discord.player: Spawning ffmpeg process with command: ['ffmpeg', '-i', 'https://rr5---sn-qi4pcxgoxu-3uhe.googlevideo.com/videoplayback?expire=1752950898&ei=EpR7aLHdIOzFssUPsva0gAo&ip=103.190.40.200&id=o-ANn_lD2Kn95YYfra-P0Sh0x4yBU2uh87g4-nzptCZO67&itag=251&source=youtube&requiressl=yes&xpc=EgVo2aDSNQ%3D%3D&met=1752929298%2C&mh=eG&mm=31%2C29&mn=sn-qi4pcxgoxu-3uhe%2Csn-qxaeense&ms=au%2Crdu&mv=m&mvi=5&pl=24&rms=au%2Cau&initcwndbps=1308750&bui=AY1jyLOkeAUtxNttD0HpZykTGcgcA4q8vZrMq85bnAxV-CD0rzrb0sLQtHy5wPCLi8kDnk_yHnomZAQ4&vprv=1&svpuc=1&mime=audio%2Fwebm&ns=JfeLmDWzW-UhJTn-8yJjQ1QQ&rqh=1&gir=yes&clen=1646356&dur=105.581&lmt=1714897189874395&mt=1752928887&fvip=1&keepalive=yes&lmw=1&fexp=51543009&c=TVHTML5&sefc=1&txp=4502434&n=YYzwYhrMcn5jkw&sparams=expire%2Cei%2Cip%2Cid%2Citag%2Csource%2Crequiressl%2Cxpc%2Cbui%2Cvprv%2Csvpuc%2Cmime%2Cns%2Crqh%2Cgir%2Cclen%2Cdur%2Clmt&lsparams=met%2Cmh%2Cmm%2Cmn%2Cms%2Cmv%2Cmvi%2Cpl%2Crms%2Cinitcwndbps&lsig=APaTxxMwRQIhAMzMpFmj7b4QUKf7-xBOMFIYdkP_91GaXudoVvAHMektAiBNIghenwXMhIMO7iLWhpqdb_oZidGqIv6qwPjShMJNqw%3D%3D&sig=AJfQdSswRQIhAOQUkin2--OCEyLPMaugLFhNDLbLZqNvUOijKv9DcHPVAiAPdS4fqzzoj0yQrCMF-zydG5UzJkkVxGwcJhTyjDtKyw%3D%3D', '-f', 's16le', '-ar', '48000', '-ac', '2', '-loglevel', 'warning', '-blocksize', '8192', '-vn', 'pipe:1']
[2025-07-19 18:33:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929298495}.
[2025-07-19 18:33:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 1, 'delay': 0, 'ssrc': 391276}}.
[2025-07-19 18:33:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 5, 'd': {'user_id': '760134323906150431', 'ssrc': 386881, 'speaking': 1}}
[2025-07-19 18:33:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929298495}
[2025-07-19 18:33:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-19T12:48:21.696000+00:00', 'pinned': False, 'nonce': '8984754547930889524', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394878120707883094'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-16T03:07:39.673000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396111422819274852', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '🎶 Now playing:**Corpse - E-GIRLS ARE RUINING MY LIFE (Lyrics) "choke me like you hate me but you love me"**', 'components': [], 'channel_type': 0, 'channel_id': '1394669154304397322', 'author': {'username': 'Yoimiya', 'public_flags': 0, 'primary_guild': None, 'id': '1394877805241696328', 'global_name': None, 'display_name_styles': None, 'discriminator': '4246', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '95f18a9a36a6cb0d5c4af5ac3d3637cf'}, 'attachments': [], 'guild_id': '1393212823689232464'}}
[2025-07-19 18:33:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:33:21] [DEBUG   ] discord.client: Dispatching event message
[2025-07-19 18:33:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394669154304397322/messages with {"content":"🎶 Now playing:**Corpse - E-GIRLS ARE RUINING MY LIFE (Lyrics) \"choke me like you hate me but you love me\"**","components":[],"nonce":"8984754547930889524","enforce_nonce":true,"tts":false} has returned 200
[2025-07-19 18:33:21] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-19 18:33:21] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394669154304397322/messages has received {'type': 0, 'content': '🎶 Now playing:**Corpse - E-GIRLS ARE RUINING MY LIFE (Lyrics) "choke me like you hate me but you love me"**', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-19T12:48:21.696000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1396111422819274852', 'channel_id': '1394669154304397322', 'author': {'id': '1394877805241696328', 'username': 'Yoimiya', 'avatar': '95f18a9a36a6cb0d5c4af5ac3d3637cf', 'discriminator': '4246', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'e1657a441fbc2fb68fb96f664c70f807', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8984754547930889524'}
[2025-07-19 18:33:21] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-19 18:33:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929306420.
[2025-07-19 18:33:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929306420}.
[2025-07-19 18:33:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929306420}
[2025-07-19 18:33:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929311427.
[2025-07-19 18:33:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929311427}.
[2025-07-19 18:33:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929311427}
[2025-07-19 18:33:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929316432.
[2025-07-19 18:33:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929316432}.
[2025-07-19 18:33:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929316432}
[2025-07-19 18:33:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929321441.
[2025-07-19 18:33:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929321441}.
[2025-07-19 18:33:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929321441}
[2025-07-19 18:33:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929326451.
[2025-07-19 18:33:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929326451}.
[2025-07-19 18:33:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929326451}
[2025-07-19 18:33:47] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-07-19 18:33:47] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:33:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929331453.
[2025-07-19 18:33:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929331453}.
[2025-07-19 18:33:52] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929331453}
[2025-07-19 18:33:56] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929336463.
[2025-07-19 18:33:56] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929336463}.
[2025-07-19 18:33:56] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929336463}
[2025-07-19 18:34:01] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929341476.
[2025-07-19 18:34:01] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929341476}.
[2025-07-19 18:34:01] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929341476}
[2025-07-19 18:34:06] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929346480.
[2025-07-19 18:34:06] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929346480}.
[2025-07-19 18:34:06] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929346480}
[2025-07-19 18:34:11] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929351495.
[2025-07-19 18:34:11] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929351495}.
[2025-07-19 18:34:11] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929351495}
[2025-07-19 18:34:16] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929356505.
[2025-07-19 18:34:16] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929356505}.
[2025-07-19 18:34:16] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929356505}
[2025-07-19 18:34:21] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929361517.
[2025-07-19 18:34:21] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929361517}.
[2025-07-19 18:34:21] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929361517}
[2025-07-19 18:34:26] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929366529.
[2025-07-19 18:34:26] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929366529}.
[2025-07-19 18:34:26] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929366529}
[2025-07-19 18:34:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 7.
[2025-07-19 18:34:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:34:31] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929371539.
[2025-07-19 18:34:31] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929371539}.
[2025-07-19 18:34:31] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929371539}
[2025-07-19 18:34:36] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929376546.
[2025-07-19 18:34:36] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929376546}.
[2025-07-19 18:34:36] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929376546}
[2025-07-19 18:34:41] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929381554.
[2025-07-19 18:34:41] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929381554}.
[2025-07-19 18:34:41] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929381554}
[2025-07-19 18:34:46] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929386569.
[2025-07-19 18:34:46] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929386569}.
[2025-07-19 18:34:46] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929386569}
[2025-07-19 18:34:51] [DEBUG   ] discord.gateway: Keeping shard ID None voice websocket alive with timestamp 1752929391574.
[2025-07-19 18:34:51] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 3, 'd': 1752929391574}.
[2025-07-19 18:34:51] [DEBUG   ] discord.gateway: Voice websocket frame received: {'op': 6, 'd': 1752929391574}
[2025-07-19 18:34:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 8, 'op': 0, 'd': {'user_id': '978304668520312842', 'timestamp': 1752929391, 'member': {'user': {'username': 'fanoalone', 'public_flags': 0, 'primary_guild': None, 'id': '978304668520312842', 'global_name': 'FanoAlone', 'display_name': 'FanoAlone', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd81de0fb8a9251467adf3d244837e2c5'}, 'roles': ['1394668694050836512'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T10:55:27.515000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1394669154304397322', 'guild_id': '1393212823689232464'}}
[2025-07-19 18:34:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:34:52] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-19 18:34:52] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-19 18:34:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-19T12:49:53.676000+00:00', 'pinned': False, 'nonce': '1396111807218712576', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394668694050836512'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T10:55:27.515000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396111808611483668', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!stop', 'components': [], 'channel_type': 0, 'channel_id': '1394669154304397322', 'author': {'username': 'fanoalone', 'public_flags': 0, 'primary_guild': None, 'id': '978304668520312842', 'global_name': 'FanoAlone', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': 'd81de0fb8a9251467adf3d244837e2c5'}, 'attachments': [], 'guild_id': '1393212823689232464'}}
[2025-07-19 18:34:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:34:53] [DEBUG   ] discord.client: Dispatching event message
[2025-07-19 18:34:53] [DEBUG   ] discord.client: Dispatching event command
[2025-07-19 18:34:53] [INFO    ] discord.voice_state: The voice handshake is being terminated for Channel ID 1393212824133566615 (Guild ID 1393212823689232464)
[2025-07-19 18:34:53] [DEBUG   ] discord.voice_state: Connection state changed to disconnected
[2025-07-19 18:34:53] [DEBUG   ] discord.gateway: Updating our voice state to {'op': 4, 'd': {'guild_id': 1393212823689232464, 'channel_id': None, 'self_mute': False, 'self_deaf': False}}.
[2025-07-19 18:34:53] [DEBUG   ] discord.gateway: Received voice WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2025-07-19 18:34:53] [DEBUG   ] discord.gateway: Sending voice websocket frame: {'op': 5, 'd': {'speaking': 0, 'delay': 0, 'ssrc': 391276}}.
[2025-07-19 18:34:53] [DEBUG   ] discord.player: Preparing to terminate ffmpeg process 10168.
[2025-07-19 18:34:53] [INFO    ] discord.player: ffmpeg process 10168 has not terminated. Waiting to terminate...
[2025-07-19 18:34:53] [INFO    ] discord.player: ffmpeg process 10168 should have terminated with a return code of 1.
[2025-07-19 18:34:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 10, 'op': 0, 'd': {'member': {'user': {'username': 'Yoimiya', 'public_flags': 0, 'primary_guild': None, 'id': '1394877805241696328', 'global_name': None, 'display_name': None, 'discriminator': '4246', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '95f18a9a36a6cb0d5c4af5ac3d3637cf'}, 'roles': ['1394878120707883094'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-16T03:07:39.673000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '1394877805241696328', 'suppress': False, 'session_id': '4a6e6002fffb2c75b135c01f52d6d553', 'self_video': False, 'self_mute': False, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1393212823689232464', 'deaf': False, 'channel_id': None}}
[2025-07-19 18:34:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:34:54] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-07-19 18:34:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-19T12:49:54.505000+00:00', 'pinned': False, 'nonce': '5970812773097263020', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1394878120707883094'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-16T03:07:39.673000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1396111812088303767', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Disconnected from voice channel. Bye fucker', 'components': [], 'channel_type': 0, 'channel_id': '1394669154304397322', 'author': {'username': 'Yoimiya', 'public_flags': 0, 'primary_guild': None, 'id': '1394877805241696328', 'global_name': None, 'display_name_styles': None, 'discriminator': '4246', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '95f18a9a36a6cb0d5c4af5ac3d3637cf'}, 'attachments': [], 'guild_id': '1393212823689232464'}}
[2025-07-19 18:34:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:34:54] [DEBUG   ] discord.client: Dispatching event message
[2025-07-19 18:34:54] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394669154304397322/messages with {"content":"Disconnected from voice channel. Bye fucker","components":[],"nonce":"5970812773097263020","enforce_nonce":true,"tts":false} has returned 200
[2025-07-19 18:34:54] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1394669154304397322/messages has received {'type': 0, 'content': 'Disconnected from voice channel. Bye fucker', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-19T12:49:54.505000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1396111812088303767', 'channel_id': '1394669154304397322', 'author': {'id': '1394877805241696328', 'username': 'Yoimiya', 'avatar': '95f18a9a36a6cb0d5c4af5ac3d3637cf', 'discriminator': '4246', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': 'e1657a441fbc2fb68fb96f664c70f807', 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '5970812773097263020'}
[2025-07-19 18:34:54] [DEBUG   ] discord.client: Dispatching event command_completion
[2025-07-19 18:35:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-19 18:35:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:35:50] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-19 18:35:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:36:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-19 18:36:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:37:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-19 18:37:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:37:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2025-07-19 18:37:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:38:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'VOICE_STATE_UPDATE', 's': 12, 'op': 0, 'd': {'member': {'user': {'username': 'fanoalone', 'public_flags': 0, 'primary_guild': None, 'id': '978304668520312842', 'global_name': 'FanoAlone', 'display_name': 'FanoAlone', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd81de0fb8a9251467adf3d244837e2c5'}, 'roles': ['1394668694050836512'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T10:55:27.515000+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'user_id': '978304668520312842', 'suppress': False, 'session_id': '13bdb61660730fa9325b323f8ca8645a', 'self_video': False, 'self_mute': True, 'self_deaf': False, 'request_to_speak_timestamp': None, 'mute': False, 'guild_id': '1393212823689232464', 'discoverable': True, 'deaf': False, 'channel_id': '1393212824133566615'}}
[2025-07-19 18:38:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:38:17] [DEBUG   ] discord.client: Dispatching event voice_state_update
[2025-07-19 18:38:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-07-19 18:38:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:38:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 13, 'op': 0, 'd': {'user_id': '880462500909432852', 'timestamp': 1752929631, 'member': {'user': {'username': 'ai_yoush', 'public_flags': 0, 'primary_guild': None, 'id': '880462500909432852', 'global_name': 'AI YOUSH', 'display_name': 'AI YOUSH', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7bbac7b8da98d85566baefc430fa8700'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T12:51:02.752000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1394669154304397322', 'guild_id': '1393212823689232464'}}
[2025-07-19 18:38:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:38:51] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-19 18:38:51] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-19 18:39:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 14, 'op': 0, 'd': {'user_id': '880462500909432852', 'timestamp': 1752929654, 'member': {'user': {'username': 'ai_yoush', 'public_flags': 0, 'primary_guild': None, 'id': '880462500909432852', 'global_name': 'AI YOUSH', 'display_name': 'AI YOUSH', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '7bbac7b8da98d85566baefc430fa8700'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-11T12:51:02.752000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1394669154304397322', 'guild_id': '1393212823689232464'}}
[2025-07-19 18:39:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-19 18:39:14] [DEBUG   ] discord.client: Dispatching event typing
[2025-07-19 18:39:14] [DEBUG   ] discord.client: Dispatching event raw_typing
[2025-07-19 18:39:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-07-19 18:39:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-07-19 18:39:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 14.
[2025-07-19 18:39:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
